Graph,avg_time
si6_b03_m1000.A00,0.37230210304260253
si6_b03_m1000.A01,0.3743869781494141
si6_b03_m1000.A02,0.3735218048095703
si6_b03_m1000.A03,0.3725862503051758
si6_b03_m1000.A04,0.37676138877868653
si6_b03_m1000.A05,0.3706535816192627
si6_b03_m1000.A06,0.3723733425140381
si6_b03_m1000.A07,0.3848167896270752
si6_b03_m1000.A08,0.38173089027404783
si6_b03_m1000.A09,0.3751707077026367
si6_b03_m1000.A10,0.3712311744689941
si6_b03_m1000.A11,0.3716898441314697
si6_b03_m1000.A12,0.3729212284088135
si6_b03_m1000.A13,0.37335381507873533
si6_b03_m1000.A14,0.3708485126495361
si6_b03_m1000.A15,0.37349443435668944
si6_b03_m1000.A16,0.37197260856628417
si6_b03_m1000.A17,0.37246317863464357
si6_b03_m1000.A18,0.37333388328552247
si6_b03_m1000.A19,0.37415227890014646
si6_b03_m1000.A20,0.37293171882629395
si6_b03_m1000.A21,0.3728058338165283
si6_b03_m1000.A22,0.37337775230407716
si6_b03_m1000.A23,0.37372937202453616
si6_b03_m1000.A24,0.38121862411499025
si6_b03_m1000.A25,0.37421016693115233
si6_b03_m1000.A26,0.373214864730835
si6_b03_m1000.A27,0.37436962127685547
si6_b03_m1000.A28,0.37442474365234374
si6_b03_m1000.A29,0.37868499755859375
si6_b03_m1000.A30,0.37398157119750974
si6_b03_m1000.A31,0.3755225658416748
si6_b03_m1000.A32,0.37213449478149413
si6_b03_m1000.A33,0.3719644546508789
si6_b03_m1000.A34,0.37221975326538087
si6_b03_m1000.A35,0.3754260063171387
si6_b03_m1000.A36,0.37374725341796877
si6_b03_m1000.A37,0.3740058898925781
si6_b03_m1000.A38,0.37381491661071775
si6_b03_m1000.A39,0.3726175308227539
si6_b03_m1000.A40,0.37183208465576173
si6_b03_m1000.A41,0.37424941062927247
si6_b03_m1000.A42,0.37296371459960936
si6_b03_m1000.A43,0.3741935729980469
si6_b03_m1000.A44,0.3730488300323486
si6_b03_m1000.A45,0.3728925704956055
si6_b03_m1000.A46,0.37466583251953123
si6_b03_m1000.A47,0.3736793041229248
si6_b03_m1000.A48,0.3722684383392334
si6_b03_m1000.A49,0.3758592128753662
si6_b03_m1000.A50,0.37361841201782225
si6_b03_m1000.A51,0.37364883422851564
si6_b03_m1000.A52,0.37523183822631834
si6_b03_m1000.A53,0.3734765529632568
si6_b03_m1000.A54,0.37261285781860354
si6_b03_m1000.A55,0.37172765731811525
si6_b03_m1000.A56,0.3734604358673096
si6_b03_m1000.A57,0.3730733394622803
si6_b03_m1000.A58,0.3749860763549805
si6_b03_m1000.A59,0.37413573265075684
si6_b03_m1000.A60,0.37433390617370604
si6_b03_m1000.A61,0.3719064235687256
si6_b03_m1000.A62,0.37412638664245607
si6_b03_m1000.A63,0.37554311752319336
si6_b03_m1000.A64,0.3767664432525635
si6_b03_m1000.A65,0.37433323860168455
si6_b03_m1000.A66,0.3753373146057129
si6_b03_m1000.A67,0.3752260208129883
si6_b03_m1000.A68,0.37682785987854006
si6_b03_m1000.A69,0.3733341693878174
si6_b03_m1000.A70,0.37752833366394045
si6_b03_m1000.A71,0.3757954120635986
si6_b03_m1000.A72,0.3727109432220459
si6_b03_m1000.A73,0.3753660202026367
si6_b03_m1000.A74,0.37438364028930665
si6_b03_m1000.A75,0.3719196796417236
si6_b03_m1000.A76,0.37456607818603516
si6_b03_m1000.A77,0.37351603507995607
si6_b03_m1000.A78,0.37363080978393554
si6_b03_m1000.A79,0.373980188369751
si6_b03_m1000.A80,0.37306933403015136
si6_b03_m1000.A81,0.3748445510864258
