Graph,avg_time
si6_b03_m1000.A00,0.0010072708129882813
si6_b03_m1000.A01,0.0009959220886230468
si6_b03_m1000.A02,0.0010003089904785157
si6_b03_m1000.A03,0.0010112762451171876
si6_b03_m1000.A04,0.0010036945343017579
si6_b03_m1000.A05,0.0010053157806396485
si6_b03_m1000.A06,0.000999593734741211
si6_b03_m1000.A07,0.0009902000427246093
si6_b03_m1000.A08,0.0009999275207519531
si6_b03_m1000.A09,0.0009964942932128907
si6_b03_m1000.A10,0.0010111808776855468
si6_b03_m1000.A11,0.0010907649993896484
si6_b03_m1000.A12,0.0010118484497070312
si6_b03_m1000.A13,0.0010051727294921875
si6_b03_m1000.A14,0.001004934310913086
si6_b03_m1000.A15,0.000997304916381836
si6_b03_m1000.A16,0.0009969711303710938
si6_b03_m1000.A17,0.0009946823120117188
si6_b03_m1000.A18,0.0009968280792236328
si6_b03_m1000.A19,0.0010038852691650391
si6_b03_m1000.A20,0.001008749008178711
si6_b03_m1000.A21,0.000986337661743164
si6_b03_m1000.A22,0.0010060787200927735
si6_b03_m1000.A23,0.001007413864135742
si6_b03_m1000.A24,0.0009984493255615235
si6_b03_m1000.A25,0.0010033607482910155
si6_b03_m1000.A26,0.001004171371459961
si6_b03_m1000.A27,0.0009887218475341797
si6_b03_m1000.A28,0.0010068416595458984
si6_b03_m1000.A29,0.0009990692138671874
si6_b03_m1000.A30,0.0010149955749511718
si6_b03_m1000.A31,0.0009963035583496094
si6_b03_m1000.A32,0.0010040760040283202
si6_b03_m1000.A33,0.001004648208618164
si6_b03_m1000.A34,0.0009963512420654297
si6_b03_m1000.A35,0.0010003089904785157
si6_b03_m1000.A36,0.0014104843139648438
si6_b03_m1000.A37,0.0014064788818359375
si6_b03_m1000.A38,0.00140838623046875
si6_b03_m1000.A39,0.0013813972473144531
si6_b03_m1000.A40,0.0013875484466552735
si6_b03_m1000.A41,0.00138092041015625
si6_b03_m1000.A42,0.001123809814453125
si6_b03_m1000.A43,0.0009936809539794922
si6_b03_m1000.A44,0.001018381118774414
si6_b03_m1000.A45,0.0009963512420654297
si6_b03_m1000.A46,0.001000690460205078
si6_b03_m1000.A47,0.0009932994842529296
si6_b03_m1000.A48,0.0010022163391113282
si6_b03_m1000.A49,0.001009511947631836
si6_b03_m1000.A50,0.000997781753540039
si6_b03_m1000.A51,0.0010085105895996094
si6_b03_m1000.A52,0.0009966850280761718
si6_b03_m1000.A53,0.0010052204132080078
si6_b03_m1000.A54,0.0010102272033691406
si6_b03_m1000.A55,0.0009979248046875
si6_b03_m1000.A56,0.0010059356689453125
si6_b03_m1000.A57,0.0010025501251220703
si6_b03_m1000.A58,0.0009984016418457032
si6_b03_m1000.A59,0.0010008811950683594
si6_b03_m1000.A60,0.0009918212890625
si6_b03_m1000.A61,0.0010134220123291016
si6_b03_m1000.A62,0.0010011672973632812
si6_b03_m1000.A63,0.001004505157470703
si6_b03_m1000.A64,0.0010002613067626952
si6_b03_m1000.A65,0.0014048099517822265
si6_b03_m1000.A66,0.0013744354248046875
si6_b03_m1000.A67,0.0014041900634765626
si6_b03_m1000.A68,0.0014111995697021484
si6_b03_m1000.A69,0.001381683349609375
si6_b03_m1000.A70,0.0014156341552734376
si6_b03_m1000.A71,0.001409006118774414
si6_b03_m1000.A72,0.0013840198516845703
si6_b03_m1000.A73,0.001405954360961914
si6_b03_m1000.A74,0.0013694286346435547
si6_b03_m1000.A75,0.001395273208618164
si6_b03_m1000.A76,0.0010811805725097657
si6_b03_m1000.A77,0.0010027408599853516
si6_b03_m1000.A78,0.0009902477264404296
si6_b03_m1000.A79,0.0010038375854492187
si6_b03_m1000.A80,0.001010560989379883
si6_b03_m1000.A81,0.0010036945343017579
si6_b03_m1000.A82,0.000998687744140625
si6_b03_m1000.A83,0.0010117530822753907
si6_b03_m1000.A84,0.0010032176971435547
si6_b03_m1000.A85,0.0009869098663330077
si6_b03_m1000.A86,0.0013655662536621095
si6_b03_m1000.A87,0.0010793209075927734
si6_b03_m1000.A88,0.0010081768035888673
si6_b03_m1000.A89,0.001000356674194336
si6_b03_m1000.A90,0.0009907245635986327
si6_b03_m1000.A91,0.001002931594848633
si6_b03_m1000.A92,0.0009902477264404296
si6_b03_m1000.A93,0.0010027408599853516
si6_b03_m1000.A94,0.0010054588317871093
si6_b03_m1000.A95,0.0009972572326660157
si6_b03_m1000.A96,0.0010026454925537109
si6_b03_m1000.A97,0.0010001659393310547
si6_b03_m1000.A98,0.0009945392608642577
si6_b03_m1000.A99,0.0010031700134277345
si6_b03_m200.A00,0.00012078285217285157
si6_b03_m200.A01,0.00012373924255371094
si6_b03_m200.A02,0.00012221336364746094
si6_b03_m200.A03,0.00012297630310058593
si6_b03_m200.A04,0.0001227855682373047
si6_b03_m200.A05,0.00012335777282714843
si6_b03_m200.A06,0.00012392997741699218
si6_b03_m200.A07,0.00012183189392089844
si6_b03_m200.A08,0.000122833251953125
si6_b03_m200.A09,0.00012192726135253906
si6_b03_m200.A10,0.00012292861938476563
si6_b03_m200.A11,0.00012216567993164062
si6_b03_m200.A12,0.0001231670379638672
si6_b03_m200.A13,0.00012121200561523437
si6_b03_m200.A14,0.00012240409851074218
si6_b03_m200.A15,0.0001251220703125
si6_b03_m200.A16,0.00011987686157226563
si6_b03_m200.A17,0.0001209259033203125
si6_b03_m200.A18,0.00012149810791015626
si6_b03_m200.A19,0.00012097358703613281
si6_b03_m200.A20,0.00012607574462890624
si6_b03_m200.A21,0.00012021064758300781
si6_b03_m200.A22,0.0001227855682373047
si6_b03_m200.A23,0.00012073516845703124
si6_b03_m200.A24,0.00012331008911132814
si6_b03_m200.A25,0.00012202262878417969
si6_b03_m200.A26,0.00012221336364746094
si6_b03_m200.A27,0.0001220703125
si6_b03_m200.A28,0.00012183189392089844
si6_b03_m200.A29,0.00011887550354003907
si6_b03_m200.A30,0.00012197494506835938
si6_b03_m200.A31,0.00012240409851074218
si6_b03_m200.A32,0.00012559890747070311
si6_b03_m200.A33,0.00012230873107910156
si6_b03_m200.A34,0.000122833251953125
si6_b03_m200.A35,0.00011992454528808594
si6_b03_m200.A36,0.000124359130859375
si6_b03_m200.A37,0.00012331008911132814
si6_b03_m200.A38,0.00012302398681640625
si6_b03_m200.A39,0.00012030601501464844
si6_b03_m200.A40,0.0001232147216796875
si6_b03_m200.A41,0.00012116432189941406
si6_b03_m200.A42,0.00012392997741699218
si6_b03_m200.A43,0.00011963844299316407
si6_b03_m200.A44,0.00012230873107910156
si6_b03_m200.A45,0.00012054443359375
si6_b03_m200.A46,0.00012197494506835938
si6_b03_m200.A47,0.00012254714965820312
si6_b03_m200.A48,0.00012388229370117188
si6_b03_m200.A49,0.00012197494506835938
si6_b03_m200.A50,0.0001224517822265625
si6_b03_m200.A51,0.00012054443359375
si6_b03_m200.A52,0.00012431144714355468
si6_b03_m200.A53,0.00012197494506835938
si6_b03_m200.A54,0.0001232624053955078
si6_b03_m200.A55,0.00011854171752929687
si6_b03_m200.A56,0.00012235641479492189
si6_b03_m200.A57,0.00012350082397460938
si6_b03_m200.A58,0.00012178421020507813
si6_b03_m200.A59,0.00011930465698242187
si6_b03_m200.A60,0.00012383460998535156
si6_b03_m200.A61,0.00012159347534179688
si6_b03_m200.A62,0.00012431144714355468
si6_b03_m200.A63,0.00012083053588867188
si6_b03_m200.A64,0.00012230873107910156
si6_b03_m200.A65,0.00011997222900390625
si6_b03_m200.A66,0.0001231670379638672
si6_b03_m200.A67,0.0001231670379638672
si6_b03_m200.A68,0.00012345314025878905
si6_b03_m200.A69,0.0001190185546875
si6_b03_m200.A70,0.00013408660888671874
si6_b03_m200.A71,0.00013628005981445313
si6_b03_m200.A72,0.00013594627380371095
si6_b03_m200.A73,0.000135040283203125
si6_b03_m200.A74,0.00013704299926757811
si6_b03_m200.A75,0.0001381397247314453
si6_b03_m200.A76,0.00013680458068847655
si6_b03_m200.A77,0.0001377105712890625
si6_b03_m200.A78,0.0001349925994873047
si6_b03_m200.A79,0.0001381397247314453
si6_b03_m200.A80,0.00013709068298339844
si6_b03_m200.A81,0.0001330852508544922
si6_b03_m200.A82,0.00013437271118164063
si6_b03_m200.A83,0.00013666152954101564
si6_b03_m200.A84,0.00013513565063476561
si6_b03_m200.A85,0.0001346111297607422
si6_b03_m200.A86,0.00013780593872070312
si6_b03_m200.A87,0.00013751983642578124
si6_b03_m200.A88,0.00013437271118164063
si6_b03_m200.A89,0.00013632774353027343
si6_b03_m200.A90,0.00013637542724609375
si6_b03_m200.A91,0.00013785362243652345
si6_b03_m200.A92,0.00013437271118164063
si6_b03_m200.A93,0.0001365184783935547
si6_b03_m200.A94,0.00013489723205566405
si6_b03_m200.A95,0.0001366138458251953
si6_b03_m200.A96,0.00013456344604492187
si6_b03_m200.A97,0.00013480186462402343
si6_b03_m200.A98,0.00013513565063476561
si6_b03_m200.A99,0.0001354217529296875
si6_b03_m400.A00,0.0003376007080078125
si6_b03_m400.A01,0.00034689903259277344
si6_b03_m400.A02,0.0003412723541259766
si6_b03_m400.A03,0.0003360748291015625
si6_b03_m400.A04,0.00034008026123046877
si6_b03_m400.A05,0.00033822059631347654
si6_b03_m400.A06,0.0003431797027587891
si6_b03_m400.A07,0.0003322124481201172
si6_b03_m400.A08,0.00033397674560546874
si6_b03_m400.A09,0.00034503936767578126
si6_b03_m400.A10,0.0003357410430908203
si6_b03_m400.A11,0.0003383159637451172
si6_b03_m400.A12,0.0003393650054931641
si6_b03_m400.A13,0.0003399848937988281
si6_b03_m400.A14,0.0003347873687744141
si6_b03_m400.A15,0.00034456253051757814
si6_b03_m400.A16,0.0003437995910644531
si6_b03_m400.A17,0.0003383159637451172
si6_b03_m400.A18,0.00034441947937011717
si6_b03_m400.A19,0.0003394603729248047
si6_b03_m400.A20,0.00034151077270507815
si6_b03_m400.A21,0.00034008026123046877
si6_b03_m400.A22,0.00033707618713378905
si6_b03_m400.A23,0.00034151077270507815
si6_b03_m400.A24,0.0003434658050537109
si6_b03_m400.A25,0.0003357410430908203
si6_b03_m400.A26,0.00033974647521972656
si6_b03_m400.A27,0.00033326148986816405
si6_b03_m400.A28,0.00033693313598632814
si6_b03_m400.A29,0.0003403663635253906
si6_b03_m400.A30,0.00033779144287109374
si6_b03_m400.A31,0.0003393650054931641
si6_b03_m400.A32,0.0003375530242919922
si6_b03_m400.A33,0.000344085693359375
si6_b03_m400.A34,0.0003433704376220703
si6_b03_m400.A35,0.0003397941589355469
si6_b03_m400.A36,0.0003433704376220703
si6_b03_m400.A37,0.0002818584442138672
si6_b03_m400.A38,0.0002834320068359375
si6_b03_m400.A39,0.00028662681579589845
si6_b03_m400.A40,0.00028533935546875
si6_b03_m400.A41,0.00028810501098632815
si6_b03_m400.A42,0.00028719902038574217
si6_b03_m400.A43,0.00028705596923828125
si6_b03_m400.A44,0.0002862453460693359
si6_b03_m400.A45,0.00028548240661621096
si6_b03_m400.A46,0.0002846240997314453
si6_b03_m400.A47,0.0002860546112060547
si6_b03_m400.A48,0.0002859592437744141
si6_b03_m400.A49,0.00028367042541503905
si6_b03_m400.A50,0.0002830028533935547
si6_b03_m400.A51,0.0002865791320800781
si6_b03_m400.A52,0.0002843379974365234
si6_b03_m400.A53,0.00028533935546875
si6_b03_m400.A54,0.00028586387634277344
si6_b03_m400.A55,0.0002826213836669922
si6_b03_m400.A56,0.00028438568115234374
si6_b03_m400.A57,0.0002858161926269531
si6_b03_m400.A58,0.0002880096435546875
si6_b03_m400.A59,0.00028748512268066405
si6_b03_m400.A60,0.0002849578857421875
si6_b03_m400.A61,0.00028748512268066405
si6_b03_m400.A62,0.00028824806213378906
si6_b03_m400.A63,0.00028853416442871095
si6_b03_m400.A64,0.00029158592224121094
si6_b03_m400.A65,0.00028362274169921873
si6_b03_m400.A66,0.0002881526947021484
si6_b03_m400.A67,0.0002837657928466797
si6_b03_m400.A68,0.0002864837646484375
si6_b03_m400.A69,0.00028529167175292967
si6_b03_m400.A70,0.0002851009368896484
si6_b03_m400.A71,0.00028662681579589845
si6_b03_m400.A72,0.00028514862060546875
si6_b03_m400.A73,0.00028247833251953124
si6_b03_m400.A74,0.0002875804901123047
si6_b03_m400.A75,0.0002877235412597656
si6_b03_m400.A76,0.00028705596923828125
si6_b03_m400.A77,0.0002852439880371094
si6_b03_m400.A78,0.00028281211853027345
si6_b03_m400.A79,0.00028820037841796874
si6_b03_m400.A80,0.00028748512268066405
si6_b03_m400.A81,0.00028667449951171877
si6_b03_m400.A82,0.0002869606018066406
